ID,Флаг дозвона,Флаг продажи,Расходы,PV,NPV
16451,1,1,169,1394,1225
16452,0,0,30,0,-30
16453,1,0,19,0,-19
16454,0,0,58,0,-58
16455,1,1,1365,1287,-78
16456,1,0,2,0,-2
16457,0,0,27,0,-27
16458,0,0,80,0,-80
16459,1,1,130,1725,1595
16460,1,1,1315,1259,-56
16461,1,1,753,1317,564
16462,1,1,712,1393,681
16463,1,1,58,1399,1341
16464,0,0,114,0,-114
16465,1,1,305,1238,933
16466,0,0,37,0,-37
16467,0,0,150,0,-150
16468,1,1,296,1450,1154
16469,1,0,41,0,-41
16470,0,0,11,0,-11
16471,0,0,193,0,-193
16472,1,1,110,1578,1468
16473,0,0,71,0,-71
16474,1,1,50,1823,1773
16475,0,0,14,0,-14
16476,1,0,32,0,-32
16477,1,1,117,1445,1328
16478,1,0,41,0,-41
16479,1,1,1487,1268,-219
16480,0,0,0,0,0
16481,1,0,16,0,-16
16482,1,1,790,1415,625
16483,0,0,56,0,-56
16484,1,0,58,0,-58
16485,0,0,8,0,-8
16486,0,0,42,0,-42
16487,1,1,946,1975,1029
16488,0,0,51,0,-51
16489,0,0,78,0,-78
16490,1,0,0,0,0
16491,1,1,465,1361,896
16492,1,0,54,0,-54
16493,1,0,47,0,-47
16494,1,0,4,0,-4
16495,0,0,194,0,-194
16496,0,0,36,0,-36
16497,0,0,21,0,-21
16498,1,0,72,0,-72
16499,1,1,531,1340,809
16500,0,0,8,0,-8
16501,0,0,59,0,-59
16502,0,0,14,0,-14
16503,1,1,38,1493,1455
16504,0,0,38,0,-38
16505,1,1,1653,1959,306
16506,0,0,14,0,-14
16507,0,0,6,0,-6
16508,0,0,0,0,0
16509,0,0,165,0,-165
16510,1,0,2,0,-2
16511,0,0,0,0,0
16512,1,0,59,0,-59
16513,1,1,297,1261,964
16514,0,0,8,0,-8
16515,1,0,39,0,-39
16516,1,1,177,2522,2345
16517,0,0,48,0,-48
16518,1,1,738,1359,621
16519,0,0,102,0,-102
16520,1,0,13,0,-13
16521,0,0,37,0,-37
16522,1,1,335,1440,1105
16523,0,0,183,0,-183
16524,1,1,1141,1258,117
16525,1,0,82,0,-82
16526,1,0,15,0,-15
16527,0,0,55,0,-55
16528,0,0,54,0,-54
16529,1,0,10,0,-10
16530,1,1,178,1580,1402
16531,1,1,711,1315,604
16532,1,0,129,0,-129
16533,0,0,2,0,-2
16534,1,0,92,0,-92
16535,1,1,321,1244,923
16536,1,0,41,0,-41
16537,1,0,44,0,-44
16538,0,0,6,0,-6
16539,0,0,31,0,-31
16540,1,1,90,2094,2004
16541,0,0,12,0,-12
16542,1,0,62,0,-62
16543,0,0,0,0,0
16544,0,0,40,0,-40
16545,0,0,212,0,-212
16546,1,1,626,1274,648
16547,1,1,653,1337,684
16548,0,0,36,0,-36
16549,0,0,57,0,-57
16550,1,1,379,3219,2840
16551,1,1,98,1329,1231
16552,0,0,0,0,0
16553,0,0,252,0,-252
16554,1,0,48,0,-48
16555,0,0,26,0,-26
16556,0,0,29,0,-29
16557,1,1,845,1269,424
16558,1,1,327,1335,1008
16559,1,1,164,1238,1074
16560,1,0,33,0,-33
16561,1,0,6,0,-6
16562,0,0,110,0,-110
16563,1,1,500,1235,735
16564,1,1,548,2304,1756
16565,0,0,90,0,-90
16566,1,1,35,2120,2085
16567,1,0,63,0,-63
16568,1,0,64,0,-64
16569,0,0,9,0,-9
16570,1,1,331,1763,1432
16571,1,0,29,0,-29
16572,1,0,87,0,-87
16573,1,1,190,3129,2939
16574,1,1,249,2805,2556
16575,0,0,76,0,-76
16576,0,0,16,0,-16
16577,1,0,17,0,-17
16578,1,1,269,1336,1067
16579,0,0,184,0,-184
16580,0,0,11,0,-11
16581,1,1,232,1814,1582
16582,0,0,15,0,-15
16583,1,1,51,1416,1365
16584,1,0,6,0,-6
16585,1,1,145,1469,1324
16586,1,0,47,0,-47
16587,1,0,6,0,-6
16588,0,0,33,0,-33
16589,0,0,41,0,-41
16590,1,1,333,1287,954
16591,1,1,991,1423,432
16592,1,1,289,1365,1076
16593,0,0,6,0,-6
16594,1,0,66,0,-66
16595,0,0,44,0,-44
16596,1,1,242,1562,1320
16597,1,0,161,0,-161
16598,1,0,5,0,-5
16599,0,0,10,0,-10
16600,1,1,1447,1388,-59
16601,0,0,11,0,-11
16602,0,0,0,0,0
16603,0,0,0,0,0
16604,0,0,9,0,-9
16605,1,0,11,0,-11
16606,0,0,88,0,-88
16607,0,0,52,0,-52
16608,0,0,68,0,-68
16609,0,0,23,0,-23
16610,1,0,21,0,-21
16611,1,0,117,0,-117
16612,0,0,0,0,0
16613,0,0,14,0,-14
16614,1,1,958,1256,298
16615,1,0,2,0,-2
16616,0,0,65,0,-65
16617,1,0,58,0,-58
16618,1,1,236,1819,1583
16619,1,0,7,0,-7
16620,0,0,91,0,-91
16621,0,0,39,0,-39
16622,1,1,639,1307,668
16623,1,0,61,0,-61
16624,1,1,712,1311,599
16625,1,0,30,0,-30
16626,1,1,32,1522,1490
16627,1,0,60,0,-60
16628,1,0,51,0,-51
16629,1,0,3,0,-3
16630,0,0,101,0,-101
16631,0,0,22,0,-22
16632,1,1,535,1767,1232
16633,1,1,675,1499,824
16634,1,0,42,0,-42
16635,0,0,43,0,-43
16636,0,0,9,0,-9
16637,1,1,842,1736,894
16638,1,0,5,0,-5
16639,0,0,26,0,-26
16640,0,0,27,0,-27
16641,0,0,70,0,-70
16642,1,0,1,0,-1
16643,1,0,26,0,-26
16644,1,0,6,0,-6
16645,1,1,848,1571,723
16646,0,0,23,0,-23
16647,1,1,245,1382,1137
16648,0,0,89,0,-89
16649,1,1,1514,1351,-163
16650,1,0,46,0,-46
16651,1,1,134,1895,1761
16652,0,0,18,0,-18
16653,1,1,616,2687,2071
16654,0,0,8,0,-8
16655,1,1,408,1493,1085
16656,1,1,300,1244,944
16657,1,1,71,3146,3075
16658,1,0,101,0,-101
16659,0,0,23,0,-23
16660,0,0,8,0,-8
16661,0,0,78,0,-78
16662,1,0,22,0,-22
16663,0,0,17,0,-17
16664,1,1,325,1361,1036
16665,1,0,26,0,-26
16666,1,1,195,1267,1072
16667,0,0,3,0,-3
16668,0,0,46,0,-46
16669,0,0,94,0,-94
16670,0,0,6,0,-6
16671,1,1,300,2043,1743
16672,1,0,47,0,-47
16673,0,0,58,0,-58
16674,1,1,344,1477,1133
16675,0,0,61,0,-61
16676,1,0,11,0,-11
16677,0,0,28,0,-28
16678,1,0,31,0,-31
16679,1,1,593,1636,1043
16680,0,0,304,0,-304
16681,0,0,33,0,-33
16682,0,0,29,0,-29
16683,1,1,702,2501,1799
16684,1,0,44,0,-44
16685,1,1,174,1782,1608
16686,1,0,21,0,-21
16687,0,0,110,0,-110
16688,0,0,27,0,-27
16689,1,1,736,1467,731
16690,0,0,61,0,-61
16691,0,0,4,0,-4
16692,1,0,2,0,-2
16693,1,0,61,0,-61
16694,1,0,19,0,-19
16695,0,0,16,0,-16
16696,1,1,1620,1489,-131
16697,1,1,690,1896,1206
16698,1,1,433,1329,896
16699,1,0,22,0,-22
16700,0,0,1,0,-1
16701,0,0,15,0,-15
16702,1,1,400,1359,959
16703,0,0,227,0,-227
16704,0,0,25,0,-25
16705,0,0,46,0,-46
16706,1,0,21,0,-21
16707,1,1,66,1241,1175
16708,1,0,54,0,-54
16709,0,0,46,0,-46
16710,1,0,39,0,-39
16711,1,0,46,0,-46
16712,1,0,102,0,-102
16713,0,0,303,0,-303
16714,1,0,17,0,-17
16715,1,0,9,0,-9
16716,0,0,28,0,-28
16717,1,1,140,1270,1130
16718,0,0,44,0,-44
16719,1,0,46,0,-46
16720,1,0,1,0,-1
16721,1,0,21,0,-21
16722,0,0,7,0,-7
16723,0,0,39,0,-39
16724,1,1,40,2624,2584
16725,1,0,8,0,-8
16726,1,1,1064,1584,520
16727,1,1,559,2193,1634
16728,1,1,190,1355,1165
16729,1,0,12,0,-12
16730,1,0,266,0,-266
16731,1,1,1375,1661,286
16732,0,0,29,0,-29
16733,1,1,207,1844,1637
16734,1,0,50,0,-50
16735,1,0,19,0,-19
16736,1,0,5,0,-5
16737,1,0,7,0,-7
16738,1,0,26,0,-26
16739,1,1,1627,1302,-325
16740,0,0,59,0,-59
16741,1,1,372,1593,1221
16742,0,0,4,0,-4
16743,1,0,11,0,-11
16744,0,0,104,0,-104
16745,1,1,471,1733,1262
16746,0,0,18,0,-18
16747,1,0,215,0,-215
16748,0,0,25,0,-25
16749,1,0,22,0,-22
16750,1,0,58,0,-58
16751,1,0,10,0,-10
16752,1,1,1371,1275,-96
16753,1,0,21,0,-21
16754,1,0,40,0,-40
16755,1,0,17,0,-17
16756,1,0,77,0,-77
16757,1,0,0,0,0
16758,1,0,107,0,-107
16759,1,0,32,0,-32
16760,1,0,16,0,-16
16761,1,0,52,0,-52
16762,0,0,67,0,-67
16763,0,0,36,0,-36
16764,1,1,3530,2530,-1000
16765,1,0,13,0,-13
16766,0,0,15,0,-15
16767,1,0,25,0,-25
16768,1,0,41,0,-41
16769,0,0,137,0,-137
16770,0,0,36,0,-36
16771,0,0,2,0,-2
16772,0,0,1,0,-1
16773,0,0,20,0,-20
16774,1,0,15,0,-15
16775,0,0,53,0,-53
16776,0,0,45,0,-45
16777,0,0,62,0,-62
16778,0,0,50,0,-50
16779,0,0,98,0,-98
16780,0,0,25,0,-25
16781,1,1,1840,1247,-593
16782,0,0,44,0,-44
16783,0,0,39,0,-39
16784,0,0,12,0,-12
16785,0,0,106,0,-106
16786,0,0,110,0,-110
16787,1,1,156,2394,2238
16788,1,0,193,0,-193
16789,1,0,45,0,-45
16790,1,0,22,0,-22
16791,1,1,98,1533,1435
16792,1,1,470,1240,770
16793,1,0,2,0,-2
16794,0,0,55,0,-55
16795,0,0,36,0,-36
16796,0,0,58,0,-58
16797,0,0,42,0,-42
16798,1,1,392,1763,1371
16799,1,0,15,0,-15
16800,1,1,205,6328,6123
16801,0,0,52,0,-52
16802,0,0,14,0,-14
16803,0,0,55,0,-55
16804,1,1,177,1247,1070
16805,1,0,108,0,-108
16806,1,0,135,0,-135
16807,0,0,103,0,-103
16808,1,0,37,0,-37
16809,0,0,12,0,-12
16810,1,1,244,1312,1068
16811,1,0,67,0,-67
16812,1,0,24,0,-24
16813,0,0,11,0,-11
16814,1,0,20,0,-20
16815,0,0,7,0,-7
16816,1,1,236,1719,1483
16817,0,0,42,0,-42
16818,0,0,148,0,-148
16819,0,0,106,0,-106
16820,0,0,65,0,-65
16821,1,0,22,0,-22
16822,1,0,83,0,-83
16823,0,0,157,0,-157
16824,1,0,26,0,-26
16825,1,1,1501,3676,2175
16826,0,0,49,0,-49
16827,0,0,41,0,-41
16828,1,1,633,3402,2769
16829,1,0,1,0,-1
16830,0,0,68,0,-68
16831,1,1,131,1441,1310
16832,0,0,41,0,-41
16833,0,0,30,0,-30
16834,0,0,105,0,-105
16835,1,0,20,0,-20
16836,1,1,700,1275,575
16837,0,0,3,0,-3
16838,1,1,607,1467,860
16839,1,0,19,0,-19
16840,1,0,33,0,-33
16841,1,0,7,0,-7
16842,1,1,194,2201,2007
16843,1,1,369,2393,2024
16844,1,0,13,0,-13
16845,1,0,62,0,-62
16846,1,1,127,1421,1294
16847,0,0,60,0,-60
16848,0,0,12,0,-12
16849,1,1,119,1796,1677
16850,1,1,754,1296,542
16851,1,0,53,0,-53
16852,1,0,34,0,-34
16853,0,0,55,0,-55
16854,1,1,1578,1373,-205
16855,0,0,6,0,-6
16856,1,1,286,1352,1066
16857,0,0,11,0,-11
16858,1,0,34,0,-34
16859,0,0,73,0,-73
16860,0,0,191,0,-191
16861,1,1,500,1750,1250
16862,1,0,76,0,-76
16863,1,1,93,6048,5955
16864,1,1,333,1579,1246
16865,1,0,74,0,-74
16866,0,0,51,0,-51
16867,1,1,521,2934,2413
16868,1,1,71,1359,1288
16869,0,0,9,0,-9
16870,0,0,10,0,-10
16871,0,0,44,0,-44
16872,0,0,14,0,-14
16873,1,0,17,0,-17
16874,1,1,859,2686,1827
16875,1,1,600,1621,1021
16876,0,0,20,0,-20
16877,1,1,219,1476,1257
16878,1,1,1843,1517,-326
16879,1,0,13,0,-13
16880,0,0,27,0,-27
16881,1,1,779,1365,586
16882,0,0,37,0,-37
16883,0,0,130,0,-130
16884,0,0,8,0,-8
16885,0,0,3,0,-3
16886,0,0,35,0,-35
16887,0,0,8,0,-8
16888,1,1,169,1306,1137
16889,1,1,1565,5183,3618
16890,0,0,15,0,-15
16891,0,0,56,0,-56
16892,1,1,140,1641,1501
16893,1,1,136,1312,1176
16894,1,1,1453,1840,387
16895,0,0,209,0,-209
16896,1,1,234,2727,2493
16897,1,0,56,0,-56
16898,1,0,9,0,-9
16899,0,0,31,0,-31
16900,1,1,79,1302,1223
16901,1,1,191,1311,1120
16902,0,0,55,0,-55
16903,0,0,22,0,-22
16904,1,1,212,1388,1176
16905,1,1,343,1959,1616
16906,1,1,200,1266,1066
16907,1,1,773,1881,1108
16908,0,0,161,0,-161
16909,1,0,16,0,-16
16910,1,0,40,0,-40
16911,1,0,4,0,-4
16912,1,1,433,1829,1396
16913,1,0,65,0,-65
16914,1,1,636,1455,819
16915,0,0,0,0,0
16916,1,1,378,1430,1052
16917,1,0,11,0,-11
16918,1,0,27,0,-27
16919,1,0,59,0,-59
16920,1,1,122,1454,1332
16921,0,0,9,0,-9
16922,1,0,50,0,-50
16923,1,1,522,1447,925
16924,1,0,107,0,-107
16925,0,0,37,0,-37
16926,0,0,33,0,-33
16927,1,0,14,0,-14
16928,1,1,110,1269,1159
16929,1,1,203,1426,1223
16930,0,0,137,0,-137
16931,0,0,105,0,-105
16932,1,1,18,1561,1543
16933,0,0,141,0,-141
16934,0,0,21,0,-21
16935,1,1,911,1323,412
16936,1,0,105,0,-105
16937,1,1,102,1745,1643
16938,1,0,20,0,-20
16939,1,0,196,0,-196
16940,1,0,37,0,-37
16941,1,0,22,0,-22
16942,1,0,81,0,-81
16943,0,0,74,0,-74
16944,1,0,27,0,-27
16945,1,1,364,1277,913
16946,1,1,494,1323,829
16947,1,0,29,0,-29
16948,1,0,4,0,-4
16949,1,0,10,0,-10
16950,1,0,0,0,0
16951,1,1,957,1374,417
16952,1,1,362,1523,1161
16953,1,1,125,1295,1170
16954,1,0,130,0,-130
16955,0,0,35,0,-35
16956,1,0,37,0,-37
16957,0,0,82,0,-82
16958,0,0,122,0,-122
16959,1,1,592,1412,820
16960,1,1,376,1302,926
16961,1,0,42,0,-42
16962,0,0,139,0,-139
16963,0,0,28,0,-28
16964,1,1,1807,1271,-536
16965,1,1,150,1579,1429
16966,1,0,44,0,-44
16967,1,1,374,1398,1024
16968,1,0,10,0,-10
16969,1,1,379,1818,1439
16970,0,0,24,0,-24
16971,1,0,21,0,-21
16972,0,0,10,0,-10
16973,1,0,31,0,-31
16974,0,0,74,0,-74
16975,1,0,125,0,-125
16976,0,0,180,0,-180
16977,0,0,32,0,-32
16978,1,0,47,0,-47
16979,0,0,91,0,-91
16980,1,0,26,0,-26
16981,0,0,45,0,-45
16982,0,0,2,0,-2
16983,0,0,101,0,-101
16984,0,0,138,0,-138
16985,1,1,175,1411,1236
16986,0,0,6,0,-6
16987,0,0,78,0,-78
16988,1,0,4,0,-4
16989,1,0,28,0,-28
16990,1,1,1133,1823,690
16991,1,0,50,0,-50
16992,1,1,1723,1243,-480
16993,0,0,119,0,-119
16994,1,0,106,0,-106
16995,1,0,82,0,-82
16996,1,1,314,1669,1355
16997,0,0,215,0,-215
16998,0,0,24,0,-24
16999,1,1,519,1328,809
17000,1,0,15,0,-15
17001,1,1,102,1468,1366
17002,0,0,91,0,-91
17003,1,1,1294,1365,71
17004,0,0,27,0,-27
17005,0,0,104,0,-104
17006,1,1,383,1782,1399
17007,0,0,89,0,-89
17008,0,0,117,0,-117
17009,0,0,85,0,-85
17010,1,1,858,2377,1519
17011,1,1,934,2617,1683
17012,0,0,9,0,-9
17013,0,0,5,0,-5
17014,0,0,4,0,-4
17015,1,1,48,1523,1475
17016,1,0,53,0,-53
17017,1,1,167,1616,1449
17018,1,0,48,0,-48
17019,0,0,83,0,-83
17020,1,0,46,0,-46
17021,1,1,589,1416,827
17022,1,1,12,1351,1339
17023,1,1,2152,2442,290
17024,1,1,1219,3360,2141
17025,1,1,142,1368,1226
17026,1,1,355,1256,901
17027,0,0,128,0,-128
17028,0,0,99,0,-99
17029,1,0,129,0,-129
17030,0,0,101,0,-101
17031,1,0,19,0,-19
17032,1,0,30,0,-30
17033,0,0,96,0,-96
17034,1,0,8,0,-8
17035,0,0,1,0,-1
17036,0,0,46,0,-46
17037,1,1,334,1290,956
17038,1,1,359,1525,1166
17039,1,0,163,0,-163
17040,1,1,485,1318,833
17041,0,0,251,0,-251
17042,0,0,34,0,-34
17043,1,1,880,1621,741
17044,0,0,83,0,-83
17045,1,1,318,1241,923
17046,1,1,138,1293,1155
17047,1,0,16,0,-16
17048,1,0,4,0,-4
17049,0,0,125,0,-125
17050,0,0,190,0,-190
17051,1,1,321,1470,1149
17052,0,0,14,0,-14
17053,0,0,97,0,-97
17054,1,0,34,0,-34
17055,1,0,10,0,-10
17056,1,1,175,1831,1656
17057,0,0,88,0,-88
17058,1,0,82,0,-82
17059,0,0,1,0,-1
17060,0,0,22,0,-22
17061,1,0,53,0,-53
17062,0,0,19,0,-19
17063,1,1,868,2004,1136
17064,0,0,20,0,-20
17065,1,0,0,0,0
17066,1,1,377,1333,956
17067,1,1,349,3782,3433
17068,1,1,660,1585,925
17069,1,0,79,0,-79
17070,1,1,265,1612,1347
17071,1,1,361,2095,1734
17072,1,1,1009,1374,365
17073,0,0,72,0,-72
17074,1,1,268,1454,1186
17075,1,0,17,0,-17
17076,0,0,9,0,-9
17077,0,0,105,0,-105
17078,1,0,43,0,-43
17079,1,1,68,1912,1844
17080,1,0,73,0,-73
17081,0,0,8,0,-8
17082,1,1,912,1297,385
17083,1,0,21,0,-21
17084,0,0,117,0,-117
17085,1,1,268,1624,1356
17086,1,1,86,1713,1627
17087,1,1,304,1382,1078
17088,1,0,0,0,0
17089,0,0,7,0,-7
17090,0,0,19,0,-19
17091,0,0,38,0,-38
17092,1,1,249,1658,1409
17093,0,0,11,0,-11
17094,1,0,12,0,-12
17095,0,0,91,0,-91
17096,1,0,9,0,-9
17097,0,0,4,0,-4
17098,1,0,16,0,-16
17099,1,0,133,0,-133
17100,0,0,50,0,-50
17101,0,0,6,0,-6
17102,0,0,33,0,-33
17103,0,0,171,0,-171
17104,0,0,30,0,-30
17105,1,0,78,0,-78
17106,1,0,64,0,-64
17107,0,0,74,0,-74
17108,1,1,602,1679,1077
17109,0,0,62,0,-62
17110,0,0,81,0,-81
17111,1,0,79,0,-79
17112,1,1,353,3258,2905
17113,1,0,24,0,-24
17114,0,0,146,0,-146
17115,1,0,50,0,-50
17116,1,0,232,0,-232
17117,1,0,5,0,-5
17118,0,0,5,0,-5
17119,1,1,452,1316,864
17120,0,0,98,0,-98
17121,1,0,3,0,-3
17122,1,1,532,1420,888
17123,0,0,11,0,-11
17124,0,0,17,0,-17
17125,0,0,27,0,-27
17126,1,0,43,0,-43
17127,1,0,20,0,-20
17128,0,0,29,0,-29
17129,0,0,47,0,-47
17130,1,1,85,1490,1405
17131,1,1,932,1675,743
17132,1,1,486,1298,812
17133,1,0,48,0,-48
17134,1,0,45,0,-45
17135,0,0,79,0,-79
17136,1,1,176,1316,1140
17137,0,0,15,0,-15
17138,1,0,4,0,-4
17139,1,0,29,0,-29
17140,0,0,22,0,-22
17141,0,0,74,0,-74
17142,1,1,254,1330,1076
17143,1,0,34,0,-34
17144,1,1,131,1430,1299
17145,1,1,834,2082,1248
17146,1,1,1117,1428,311
17147,0,0,61,0,-61
17148,0,0,41,0,-41
17149,1,0,105,0,-105
17150,1,1,194,1760,1566
17151,0,0,3,0,-3
17152,1,1,529,1274,745
17153,1,1,528,1240,712
17154,0,0,11,0,-11
17155,1,0,117,0,-117
17156,1,1,833,1301,468
17157,0,0,78,0,-78
17158,0,0,44,0,-44
17159,0,0,3,0,-3
17160,1,0,6,0,-6
17161,1,1,298,1552,1254
17162,1,1,153,1254,1101
17163,1,1,562,1709,1147
17164,0,0,4,0,-4
17165,1,0,139,0,-139
17166,0,0,14,0,-14
17167,1,1,896,1689,793
17168,0,0,125,0,-125
17169,0,0,61,0,-61
17170,0,0,132,0,-132
17171,1,1,452,1923,1471
17172,1,0,31,0,-31
17173,0,0,59,0,-59
17174,1,1,667,1829,1162
17175,0,0,34,0,-34
17176,0,0,35,0,-35
17177,0,0,14,0,-14
17178,1,0,99,0,-99
17179,1,1,1090,1532,442
17180,1,0,93,0,-93
17181,0,0,10,0,-10
17182,1,0,60,0,-60
17183,1,1,577,1381,804
17184,1,1,361,1564,1203
17185,1,0,13,0,-13
17186,1,1,332,1302,970
17187,1,1,443,1311,868
17188,0,0,59,0,-59
17189,1,0,24,0,-24
17190,0,0,34,0,-34
17191,1,1,150,1278,1128
17192,1,1,29,1840,1811
17193,0,0,113,0,-113
17194,1,0,121,0,-121
17195,0,0,101,0,-101
17196,1,1,425,1893,1468
17197,1,1,54,1464,1410
17198,1,0,73,0,-73
17199,1,1,144,2877,2733
17200,0,0,138,0,-138
17201,1,1,116,1267,1151
17202,0,0,128,0,-128
17203,0,0,36,0,-36
17204,1,0,4,0,-4
17205,1,1,785,1236,451
17206,0,0,20,0,-20
17207,1,0,36,0,-36
17208,0,0,2,0,-2
17209,0,0,62,0,-62
17210,0,0,95,0,-95
17211,1,1,289,1628,1339
17212,1,0,56,0,-56
17213,0,0,216,0,-216
17214,1,1,105,1834,1729
17215,0,0,7,0,-7
17216,0,0,89,0,-89
17217,0,0,26,0,-26
17218,1,0,41,0,-41
17219,0,0,114,0,-114
17220,0,0,1,0,-1
17221,1,0,32,0,-32
17222,0,0,35,0,-35
17223,0,0,46,0,-46
17224,0,0,95,0,-95
17225,1,1,564,1356,792
17226,1,1,379,1528,1149
17227,0,0,194,0,-194
17228,1,0,15,0,-15
17229,0,0,16,0,-16
17230,1,1,487,2048,1561
17231,0,0,62,0,-62
17232,0,0,117,0,-117
17233,1,1,85,1285,1200
17234,0,0,41,0,-41
17235,1,0,46,0,-46
17236,0,0,13,0,-13
17237,1,1,478,1322,844
17238,0,0,36,0,-36
17239,0,0,12,0,-12
17240,0,0,14,0,-14
17241,1,0,5,0,-5
17242,0,0,37,0,-37
17243,0,0,17,0,-17
17244,1,1,1030,2489,1459
17245,0,0,68,0,-68
17246,0,0,24,0,-24
17247,0,0,17,0,-17
17248,1,1,1260,1332,72
17249,0,0,7,0,-7
17250,0,0,15,0,-15
17251,0,0,2,0,-2
17252,0,0,48,0,-48
17253,1,0,0,0,0
17254,1,0,16,0,-16
17255,1,0,72,0,-72
17256,0,0,16,0,-16
17257,1,0,82,0,-82
17258,1,1,588,1735,1147
17259,1,1,593,1909,1316
17260,0,0,67,0,-67
17261,1,1,41,1257,1216
17262,0,0,18,0,-18
17263,0,0,52,0,-52
17264,0,0,41,0,-41
17265,0,0,3,0,-3
17266,1,0,4,0,-4
17267,1,1,142,1239,1097
17268,0,0,156,0,-156
17269,1,0,40,0,-40
17270,1,0,56,0,-56
17271,0,0,10,0,-10
17272,0,0,54,0,-54
17273,0,0,13,0,-13
17274,0,0,166,0,-166
17275,1,0,7,0,-7
17276,1,0,4,0,-4
17277,1,1,415,1269,854
17278,1,1,690,1416,726
17279,1,0,66,0,-66
17280,0,0,109,0,-109
17281,0,0,37,0,-37
17282,1,0,23,0,-23
17283,1,1,255,1265,1010
17284,1,0,25,0,-25
17285,0,0,123,0,-123
17286,1,1,1384,1653,269
17287,1,1,1156,1266,110
17288,1,0,47,0,-47
17289,1,0,53,0,-53
17290,0,0,38,0,-38
17291,1,1,247,1618,1371
17292,0,0,14,0,-14
17293,0,0,4,0,-4
17294,0,0,76,0,-76
17295,1,1,499,1301,802
17296,1,1,271,1244,973
17297,1,0,113,0,-113
17298,1,1,967,1865,898
17299,0,0,49,0,-49
17300,1,1,1284,1718,434
17301,1,0,0,0,0
17302,0,0,5,0,-5
17303,1,0,38,0,-38
17304,1,0,71,0,-71
17305,1,1,1490,2295,805
17306,0,0,10,0,-10
17307,1,0,192,0,-192
17308,1,1,1260,1318,58
17309,0,0,20,0,-20
17310,0,0,2,0,-2
17311,1,1,666,1954,1288
17312,1,0,34,0,-34
17313,1,0,26,0,-26
17314,1,1,530,1592,1062
17315,0,0,86,0,-86
17316,1,1,555,1291,736
17317,0,0,51,0,-51
17318,1,1,1748,1267,-481
17319,1,1,54,1493,1439
17320,1,1,656,1300,644
17321,0,0,13,0,-13
17322,1,1,2734,1907,-827
17323,0,0,52,0,-52
17324,0,0,28,0,-28
17325,1,0,16,0,-16
17326,1,1,819,1662,843
17327,1,1,1212,1518,306
17328,0,0,113,0,-113
17329,0,0,42,0,-42
17330,0,0,8,0,-8
17331,1,0,188,0,-188
17332,1,1,872,2088,1216
17333,1,1,697,1364,667
17334,0,0,54,0,-54
17335,0,0,17,0,-17
17336,0,0,22,0,-22
17337,0,0,125,0,-125
17338,1,0,2,0,-2
17339,0,0,74,0,-74
17340,0,0,21,0,-21
17341,0,0,78,0,-78
17342,1,1,99,1398,1299
17343,0,0,31,0,-31
17344,1,1,514,1435,921
17345,0,0,14,0,-14
17346,0,0,131,0,-131
17347,0,0,54,0,-54
17348,0,0,80,0,-80
17349,0,0,40,0,-40
17350,0,0,3,0,-3
17351,1,1,18,2116,2098
17352,0,0,33,0,-33
17353,1,0,39,0,-39
17354,0,0,28,0,-28
17355,1,1,1600,1788,188
17356,1,0,5,0,-5
17357,1,1,244,1546,1302
17358,0,0,28,0,-28
17359,1,0,42,0,-42
17360,1,0,160,0,-160
17361,1,1,232,1440,1208
17362,0,0,49,0,-49
17363,0,0,43,0,-43
17364,1,0,10,0,-10
17365,0,0,177,0,-177
17366,0,0,35,0,-35
17367,0,0,160,0,-160
17368,1,1,513,1862,1349
17369,1,0,47,0,-47
17370,1,0,10,0,-10
17371,1,0,77,0,-77
17372,1,0,43,0,-43
17373,1,1,1144,1294,150
17374,1,0,35,0,-35
17375,1,1,12,1526,1514
17376,0,0,45,0,-45
17377,1,1,841,2100,1259
17378,1,1,261,1407,1146
17379,0,0,43,0,-43
17380,0,0,17,0,-17
17381,1,1,434,1753,1319
17382,0,0,114,0,-114
17383,1,0,128,0,-128
17384,1,1,2072,1280,-792
17385,1,1,490,1341,851
17386,0,0,6,0,-6
17387,1,0,9,0,-9
17388,0,0,157,0,-157
17389,1,0,27,0,-27
17390,0,0,33,0,-33
17391,1,1,689,1658,969
17392,1,0,92,0,-92
17393,1,1,719,1489,770
17394,1,0,26,0,-26
17395,1,1,1067,1988,921
17396,1,0,33,0,-33
17397,1,0,135,0,-135
17398,0,0,7,0,-7
17399,0,0,40,0,-40
17400,1,0,147,0,-147
17401,0,0,44,0,-44
17402,0,0,120,0,-120
17403,1,1,277,1787,1510
17404,0,0,41,0,-41
17405,1,1,458,2007,1549
17406,1,1,735,2663,1928
17407,0,0,68,0,-68
17408,1,0,1,0,-1
17409,1,0,12,0,-12
17410,0,0,121,0,-121
17411,1,1,371,2980,2609
17412,0,0,13,0,-13
17413,1,1,900,2205,1305
17414,0,0,44,0,-44
17415,0,0,139,0,-139
17416,1,1,70,1275,1205
17417,1,0,3,0,-3
17418,1,0,123,0,-123
17419,1,1,639,1334,695
17420,1,0,70,0,-70
17421,1,1,349,5125,4776
17422,1,1,1121,1280,159
17423,0,0,14,0,-14
17424,1,0,25,0,-25
17425,0,0,225,0,-225
17426,1,1,337,1776,1439
17427,0,0,0,0,0
17428,1,1,2672,1375,-1297
17429,1,0,3,0,-3
17430,1,0,6,0,-6
17431,0,0,41,0,-41
